25,25.5,17.75,24.25,
25,20.5,17.75,36,
24,22,28,18.5,
17.25,22.5,20.75,32,
37.25,23.5,16.5,22,
17.25,18.5,33,31.75,
30.25,32,26,28,
22.75,29,26.25,21.25,
18.5,36,21.5,16.5,
25.5,19.5,28.5,25.75,
25.25,36.75,42.5,11.75,
30.75,28.25,23.25,17,
28,27.25,14.75,29.25,
16.5,21.5,23.25,31.25,
20.5,17.5,32,22.5,
34.75,16.5,20,28,
40.25,11.5,30.5,18.25,
32.5,24.5,17.25,18.25,
35.25,16,17,31,
18.25,17.25,31.25,33.75,
18.75,25.25,13,31.5,
44.75,23.25,23,25.25,
30.75,9.75,29.25,30.75,
23.5,30.75,35.5,26.5,
20.25,17,45,34,
13.75,42.75,22.25,21.75,
27.25,16.25,18.25,26.75,
24.25,19,36.25,19.75,
25.5,32.75,22.5,18.5,
25.5,16,28.5,30.5,
