30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
30.0631,33.9775,37.7917,
