142,132.75,
145.75,127.5,
142,162.75,
149.5,123.75,
152.5,108.25,
140.25,143.25,
116,171.5,
161.25,118,
158.5,128.75,
134.5,146,
151.5,117.75,
125.5,139.5,
141.25,134.75,
155.75,156.75,
107,174.75,
127,153.25,
125.25,120.5,
147.75,127.5,
116.75,139,
146.75,141,
108.25,152.5,
143,146.75,
129.75,159.75,
121.5,137.5,
116.5,146.25,
145,140.25,
110,144.5,
141.5,142.5,
145.5,163.25,
155.5,129.5,
