95.25,115.5,92,91.5,
102.25,92.5,95.5,105.5,
104.75,103.25,87.75,68.75,
99.75,86.5,107,102.5,
106,102,92.25,108,
73.25,100,87.5,124.75,
94,66,105.75,115.75,
122.25,85,84.5,98,
95.5,88.75,96.5,101.25,
98.75,113.25,94.75,81.75,
105.25,109,71.5,114,
115,65.25,84.25,139.75,
66.75,91.25,131.75,103.25,
95.75,89.5,85.75,85.5,
87.75,121.25,86.25,92.25,
90.5,92.5,95.5,110.25,
141.75,92.5,102.25,87,
92.25,117,102.5,82.25,
106.75,81,124.25,101.25,
90.25,106.5,70,114.5,
73.5,94.75,122,118,
121.25,104.75,85.5,67.75,
97.75,106.25,73.5,102.25,
117,96.75,111.25,85.25,
91.5,103.5,93.5,117.75,
104,85.75,89.25,104.75,
100.75,122.5,98.5,92.75,
94.25,88.5,91,111.25,
84.25,85.5,110.75,79.75,
100.5,87,85,111.5,
