465.75,485,479.75,515,480.5,477,507,442,500.5,
586.5,511,525,398.75,433.5,500,447.5,523,506.25,
509.5,466.75,463.5,559.5,531,474.25,475.75,474.75,493.75,
460.5,481.5,506.5,509.5,547.25,470.5,503,512.25,498.5,
461.75,491.25,471,506.25,535.5,496,485.5,505.5,472.5,
512.5,557.5,475,486.25,521.5,545.25,485,440.25,524.5,
448.25,478,541,487.75,570,465.25,509.5,502.25,554.25,
499.25,575,487.75,528.5,488.25,541.75,521.5,517.25,482,
454.25,520.75,530,484.25,445.5,459.5,505.25,560.75,519.75,
502.5,487.5,415,520.25,513.75,575.25,524.5,468,540.5,
476.5,475.75,435,530.5,510,592.5,409.5,484,509,
532,527.25,505.25,552.5,471,498,520.75,441.25,497.75,
526,389.25,529.25,585,516.5,466,525.75,478.5,487,
470,421.75,494.25,535,542.5,488.5,488.5,502.5,530.75,
465,551,531,494.25,528,573,503.25,486.75,489.25,
471.5,507.75,521,485.75,586,544.75,474,542,491.25,
527.5,523.5,464,511,513.75,475.5,487.75,507.5,506.25,
500,574.25,545,506.75,453.75,536.75,512.5,490.25,505.75,
490.25,478.75,462.5,472,496.25,526.75,489,489,507.75,
514.25,544.75,522.5,448.5,516,498.75,514.75,470.25,529.25,
566.25,506.75,544.25,473,485.75,518.25,512.25,439.25,433.75,
500.75,602.25,497.75,488.5,468,472.5,489.75,486,485.75,
457.25,531.25,492.75,514.5,514.25,455,496.75,476,541,
496.75,542.75,469.75,472.25,526.5,444.5,491,563.5,510.75,
506.25,444.25,526.5,445.75,457.25,522.5,479,488.75,521.5,
498.75,452.75,483,470,551.75,503.75,486.75,489.25,539.75,
473.25,492.5,548.25,509,445.25,530.75,476.5,537.25,524.5,
553,470.5,523,549.75,392,563.25,542.75,601.25,476,
507.5,490,585.25,544,524.75,444.25,473.25,552.75,434.75,
521,505,525.75,507.75,491.25,491.75,428.25,477.25,515,
