169.25,155,231.25,169.75,
140,147.5,177.25,200.75,
230,150.75,184.5,164.75,
194.75,189,199,154.75,
195.5,186.25,145,187.25,
176.75,160.5,169.5,162.5,
196.5,162.75,176.75,167.25,
167.25,208.5,164.25,145.75,
155,182.25,173.25,178.5,
178.5,163.5,173.25,161.75,
192.5,204,182.25,180.5,
186.25,189.75,133.25,154.75,
203.5,179,171.25,149,
138.5,177.5,150.25,174.25,
152.5,181.5,180.25,187.25,
173,215,171.5,158,
187.5,183,182,180.5,
165.25,138,193.25,150.75,
158.75,202.5,168.5,172.5,
172.25,149.5,207.75,186.25,
184.5,222.5,150,179.5,
152.25,169.75,196,171.25,
168.5,153,165.25,211.5,
168,141,180,158.5,
182.75,151,185.25,178,
169.25,159.75,170.5,167.5,
172.25,151,161.75,145.75,
153.5,192.75,154.25,165.5,
175,159.25,153.75,172.5,
180.5,177,160.25,154.5,
