21,21.5,
19.25,30.75,
9.25,15.5,
103,84.5,
23.5,17.25,
23,29.75,
20,44.75,
74.5,30.5,
5.75,12.25,
59.75,55.25,
31.75,11,
18,29.75,
14.25,19.5,
3.75,7,
15.5,8.25,
24.5,23.75,
33,25.5,
30,15.25,
28,44.75,
7,14.75,
7,6,
35.5,24.25,
45.75,14.5,
7.75,13.5,
37.25,26,
10.75,11,
59.25,61,
34.75,43.25,
27.25,27.25,
14.75,7.75,
