320,342.75,311.25,322,327,369.75,386.25,384.5,
309.25,356.25,405,322.75,336.75,394.25,320.5,335.75,
331.75,311.5,347.5,353.75,336.5,367.5,363,374.5,
320.5,382.25,320.5,306,357.5,404.25,321.5,338.25,
319,323,350.5,337.75,314,398.75,379.25,352.5,
372.25,409.75,358.75,353.75,314.75,343.5,256.5,368.5,
328.5,393,303.5,295.5,353.75,350.75,310,409.5,
350.5,329.5,301.5,359,312.25,345.25,336.25,373,
282.75,350.25,327.5,376.75,302,331.75,431,371.75,
381.5,359.75,315.75,351.25,331.75,285.25,351.75,367.75,
349,296.25,380.75,355.75,360.75,396.75,327.75,324,
322.5,344.5,324.5,451.5,329.75,314.75,357.75,322.75,
369.5,353,294.75,369,356.5,308.5,374.5,339,
303.75,358.25,328.5,364.5,418.5,368.5,319.75,344,
313.5,395.25,332.25,386.5,329.75,291.25,316.75,402,
344,322.5,363.25,279.75,315.5,383,405.75,320.75,
307.75,343.75,338.5,392.75,326,360,369.75,343.25,
335.25,344.25,374.75,340.5,338.25,378.25,303.5,368.75,
335.25,371.5,399,325.75,293.75,335.5,358,340.5,
275,324.75,386,360.25,351,366.75,326.5,353,
364.75,343.25,356.5,350.75,321.5,335.5,342.75,339.75,
341.25,348.25,347.25,298,374.5,345.75,350.75,344.25,
317,360.25,259.5,373.25,359,373.75,375,352.75,
359.5,383.5,366.75,335.25,309.25,394,299.75,300.75,
368.75,387.5,359.75,317.25,332.25,362.25,345.5,287,
345.75,387.25,297.25,299.25,361.5,329.25,388,355.5,
316.75,319.5,340,372,325.25,343.25,383,391.5,
346.5,382,348,377.5,363.5,328.25,339.25,317.25,
323.5,403.75,373.5,305.25,359,327.5,357.5,285.75,
358.25,314.5,353,393.75,325.75,363.25,325,318.25,
