596.25,449.75,499,608,533.5,505.25,546.25,535,532.5,
548.75,576.25,553.75,480.75,570,554.5,586.75,525.75,624.25,
569.5,517.25,558,607.5,540.5,611.5,529.75,471.75,563.75,
549.5,506.75,551.5,585.5,479.5,518.75,545.75,551.5,551,
543.75,596.5,507,583.25,549,540.5,534.75,561,559.25,
499.25,516.75,669.5,552.5,528.25,524.25,486.75,588.75,569,
526,555,484.75,545.75,542.75,622.25,481.25,600.75,512.25,
571.5,561.25,619.25,503.5,437.5,536.25,591.75,553,542,
546.25,550.75,594,555.25,575.75,504.25,459.75,563.75,546.75,
497.25,511.75,563,545.75,545.75,526,553.25,531,559.75,
565.75,538.5,581.5,561,511,509,486,590.5,540.25,
526,509.25,551.25,502.25,607,552.5,506.5,498.75,604.75,
512.25,571.25,545.5,518.25,484,448,560.25,567.75,544.75,
546.25,570,557,543.25,597.25,590,464.5,535,491.5,
521.25,513.5,520.75,532.5,533.25,536.25,554.75,544,578.25,
554.5,508.25,460.5,551.5,549.75,537,577.75,601.25,556.5,
547.5,588.25,519.25,504.5,535.75,546,566,446,506.25,
583.5,461.5,479.5,511,538.25,575.75,544.5,571.75,598.5,
574.75,549,514.5,559.5,605.25,512.5,545,497.75,524.25,
546.25,446.25,509,595.25,584.5,564,559,558.5,568.25,
544.5,566.75,502,601,502.5,540.25,576.5,516.75,549.75,
546.25,563.25,589,523,530.25,581.5,527,529.25,567,
584.5,559.25,552.5,473.75,545.75,586,509.25,442.75,546.5,
544.75,540.5,527.5,477.5,511,499,573.75,592.25,541.75,
542,578.75,531.5,521,543,483,568,538.25,532.25,
515.5,548.25,548.5,606,487.25,545.75,582,530.25,527,
561.75,545.75,586.75,516.75,598.75,509,550.25,523.75,533.75,
579,551,541.25,575.25,541.25,495.5,548.75,600.75,633.25,
559.25,549.5,492.5,497,569,518.75,580.25,578.5,585,
551,581.75,566.25,502.5,582.25,498.75,556.75,535.5,483.75,
