341.5,338,300.25,
296.75,331,323,
306.25,340.75,324.5,
360,310,308.25,
285.5,362,305,
353.5,331.5,402.75,
343.75,326.25,323.5,
286.25,327.75,310,
311.25,306.5,299,
305.75,310.75,314.25,
361.5,340.5,327,
266.5,304.25,312,
286.75,348.75,330.25,
312,320.5,278.75,
350.75,298.5,318.5,
278.5,306,336.25,
390.75,343.75,347.5,
339,307.5,296.25,
337,341.75,323,
334.25,329.5,365.25,
365.75,335.25,330.5,
307.25,316.5,317,
313.25,340,370,
332.5,260.25,321.5,
344.25,304.75,350.5,
351.5,295.5,370.25,
363.75,318.75,334.75,
307,368.75,355.25,
358.5,359.25,319.75,
305.25,301.25,332.25,
