47.75,33.5,
53.75,69.75,
32.25,47.25,
73.25,86.5,
49.75,22.25,
36.25,37.5,
63,69.75,
28.75,37.25,
34,36.25,
50.25,34,
37,36.25,
34,19.5,
74.25,43.25,
47.75,66.25,
11.25,32.25,
43,40.5,
27.75,37,
19.25,19.25,
89.25,83,
13.5,1,
66.75,98.75,
9,8,
78,46.5,
37.25,43.5,
74.5,56.25,
63,44.75,
69,74,
66,72,
66.5,91.25,
11.5,10.75,
