225,280,277,341,351,348,389,392,399,686,773,564,557,491,644,642,685,717,677,620,671,695,696,758,759,841,844,1014,934,976,1027,932,976,841,1103,970,1006,1031,1119,1119,1218,1223,
220,269,360,355,356,334,376,405,397,611,776,578,549,522,617,643,686,717,677,619,670,695,697,759,759,843,863,1009,945,960,1047,972,935,1008,939,987,1006,1082,1128,1131,1261,1271,
220,269,360,355,356,334,376,405,397,611,776,578,549,522,617,643,686,717,677,619,670,695,697,759,759,843,863,1009,945,960,1047,972,935,1008,939,987,1006,1082,1128,1131,1261,1271,
225,271,279,342,354,349,429,421,405,454,769,567,565,575,601,659,717,704,672,618,669,713,709,709,733,841,739,959,961,957,1058,937,984,1005,938,986,1003,1079,1129,1255,1202,1185,
225,271,279,342,354,349,429,421,405,454,769,567,565,575,601,659,717,704,672,618,669,713,709,709,733,841,739,959,961,957,1058,937,984,1005,938,986,1003,1079,1129,1255,1202,1185,
220,269,360,355,356,334,376,405,397,611,776,578,549,522,617,643,686,717,677,619,670,695,697,759,759,843,863,1009,945,960,1047,972,935,1008,939,987,1006,1082,1128,1131,1261,1271,
225,280,277,341,351,348,389,392,399,686,773,564,557,491,644,642,685,717,677,620,671,695,696,758,759,841,844,1014,934,976,1027,932,976,841,1103,970,1006,1031,1119,1119,1218,1223,
225,280,277,341,351,348,389,392,399,606,772,570,561,493,679,624,653,707,690,663,627,602,705,742,758,847,904,913,978,953,980,931,888,976,959,977,1034,1064,1139,1163,1243,1172,
225,280,277,341,351,348,389,392,399,606,772,570,561,493,679,624,653,707,690,663,627,602,705,764,762,858,862,959,983,989,1008,951,910,1004,999,983,997,1066,1096,1165,1174,1179,
225,271,279,342,354,349,429,421,405,454,769,567,565,575,601,659,717,704,672,618,669,713,709,709,733,841,739,959,961,957,1058,937,984,1005,938,986,1003,1079,1129,1255,1202,1185,
276,277,280,298,357,350,368,380,425,702,779,600,556,481,681,626,653,729,684,668,638,704,697,695,754,837,873,980,966,956,1052,931,984,900,941,982,1004,1073,1165,1108,1263,1243,
225,271,279,342,354,349,429,421,405,454,769,567,565,575,601,659,717,704,672,618,669,713,709,709,733,841,739,959,961,957,1058,937,984,1005,938,986,1003,1079,1129,1255,1202,1185,
225,280,277,341,351,348,389,392,399,606,772,570,561,493,679,624,653,707,690,663,627,602,705,764,762,858,862,959,983,989,1008,951,910,1004,999,983,997,1066,1096,1165,1174,1179,
225,280,277,341,351,348,389,392,399,686,773,564,557,491,644,642,685,717,677,620,671,695,696,758,759,841,844,1014,934,976,1027,932,976,841,1103,970,1006,1031,1119,1119,1218,1223,
276,277,280,298,357,350,368,380,425,702,779,600,556,481,681,626,653,729,684,668,638,704,697,695,754,837,873,980,966,956,1052,931,984,900,941,982,1004,1073,1165,1108,1263,1243,
225,271,279,342,354,349,429,421,405,454,769,567,565,575,601,659,717,704,672,618,669,713,709,709,733,841,739,959,961,957,1058,937,984,1005,938,986,1003,1079,1129,1255,1202,1185,
225,280,277,341,351,348,389,392,399,686,773,564,557,491,644,642,685,717,677,620,671,695,696,758,759,841,844,1014,934,976,1027,932,976,841,1103,970,1006,1031,1119,1119,1218,1223,
225,271,279,342,354,349,429,421,405,454,769,567,565,575,601,659,717,704,672,618,669,713,709,709,733,841,739,959,961,957,1058,937,984,1005,938,986,1003,1079,1129,1255,1202,1185,
225,280,277,341,351,348,389,392,399,686,773,564,557,491,644,642,685,717,677,620,671,695,696,758,759,841,844,1014,934,976,1027,932,976,841,1103,970,1006,1031,1119,1119,1218,1223,
276,277,280,298,357,350,368,380,425,702,779,600,556,481,681,626,653,729,684,668,638,704,697,695,754,837,873,980,966,956,1052,931,984,900,941,982,1004,1073,1165,1108,1263,1243,
225,271,279,342,354,349,429,421,405,454,769,567,565,575,601,659,717,704,672,618,669,713,709,709,733,841,739,959,961,957,1058,937,984,1005,938,986,1003,1079,1129,1255,1202,1185,
225,280,277,341,351,348,389,392,399,686,773,564,557,491,644,642,685,717,677,620,671,695,696,758,759,841,844,1014,934,976,1027,932,976,841,1103,970,1006,1031,1119,1119,1218,1223,
225,280,277,341,351,348,389,392,399,686,773,564,557,491,644,642,685,717,677,620,671,695,696,758,759,841,844,1014,934,976,1027,932,976,841,1103,970,1006,1031,1119,1119,1218,1223,
276,277,280,298,357,350,368,380,425,702,779,600,556,481,681,626,653,729,684,668,638,704,697,695,754,837,873,980,966,956,1052,931,984,900,941,982,1004,1073,1165,1108,1263,1243,
225,271,279,342,354,349,429,421,405,454,769,567,565,575,601,659,717,704,672,618,669,713,709,709,733,841,739,959,961,957,1058,937,984,1005,938,986,1003,1079,1129,1255,1202,1185,
225,271,279,342,354,349,429,421,405,454,769,567,565,575,601,659,717,704,672,618,669,713,709,709,733,841,739,959,961,957,1058,937,984,1005,938,986,1003,1079,1129,1255,1202,1185,
220,269,360,355,356,334,376,405,397,611,776,578,549,522,617,643,686,717,677,619,670,695,697,759,759,843,863,1009,945,960,1047,972,935,1008,939,987,1006,1082,1128,1131,1261,1271,
225,280,277,341,351,348,389,392,399,686,773,564,557,491,644,642,685,717,677,620,671,695,696,758,759,841,844,1014,934,976,1027,932,976,841,1103,970,1006,1031,1119,1119,1218,1223,
220,269,360,355,356,334,376,405,397,611,776,578,549,522,617,643,686,717,677,619,670,695,697,759,759,843,863,1009,945,960,1047,972,935,1008,939,987,1006,1082,1128,1131,1261,1271,
225,280,277,341,351,348,389,392,399,686,773,564,557,491,644,642,685,717,677,620,671,695,696,758,759,841,844,1014,934,976,1027,932,976,841,1103,970,1006,1031,1119,1119,1218,1223,
