155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
155,138,106,77,83,107,99,73,82,78,79,156,118,151,140,108,116,114,99,114,127,97,101,79,125,94,124,157,120,106,152,168,168,74,105,67,95,95,108,122,107,156,119,95,134,109,125,151,
