6,12.5,
85.5,70.5,
56.75,103.75,
51.5,38.75,
130.25,75.5,
22,21.25,
74.75,86.75,
10.25,9,
43.25,58.75,
102,98.25,
91.25,91,
4,11.5,
48,48,
84.75,54,
25.75,33,
22.25,16,
78.25,93,
51.25,61.25,
90.75,70.5,
13.75,26.5,
131,110.5,
18.25,22,
103.25,115.5,
35,24.25,
30.5,31,
33.5,53.25,
36,42.75,
27.25,24,
19,21.5,
155,143.75,
