479,487.5,
464.5,467.75,
479.25,477,
479.25,444.75,
503.5,489.25,
494.5,484.25,
500.25,507,
488.75,470.5,
451.25,494.5,
476.5,497,
479,478,
468,492.25,
495,486.5,
483,493.25,
477.25,514,
477.5,496.5,
492,518.25,
477,452.75,
462,451.5,
460.75,461,
474,473.25,
459,477.25,
455,492.75,
462.75,467.25,
469.75,472.75,
497.75,469.25,
512.5,451.5,
482.25,469,
485.75,484.75,
474.25,499.25,
