212,247.25,212.5,305,
226,233.25,231.5,277.75,
220.5,215,246.5,231.75,
205.75,194.5,202.75,272.25,
253.75,178,257.5,195,
243.5,248.75,231,238.75,
248.75,208.25,272.5,226.25,
244.5,245.75,234.75,260.25,
223.75,186.75,236.5,252.5,
223.25,219.75,239.5,233.5,
260.5,269,211.25,257.25,
212.25,241.25,253.75,235.75,
249,265.25,220,219.25,
235.5,276.75,209,222,
251.5,211.25,221.25,200.5,
245.5,240.5,213,245,
216.5,211.75,227.5,278,
217.5,285.25,241,234.5,
212.25,244,245.5,226.5,
226,243,227.25,257,
224.5,235,225,214,
224.25,253.5,223.75,236.5,
204.75,214,245.5,224.75,
212.25,268.5,229.5,235,
257.25,233.25,242,246.75,
217.5,243,272,158.25,
238.5,239,228.25,213,
255.75,239,213.25,235,
214,216.25,272.75,236.75,
242.5,207.25,236.5,229.25,
