58,56.25,
17.75,51.25,
7,11.25,
31.25,34.75,
15.25,14.75,
20,26,
43.75,76,
23.5,14.25,
40.25,36.5,
45.5,46.25,
25,20.75,
21,19.75,
43.25,31.25,
7.75,9.75,
33.75,31,
5.75,7.5,
35.5,28.5,
56.5,62,
32.25,37.25,
17,18.75,
15,11.25,
29.5,34.75,
19,6,
49,33.5,
84.5,56.75,
18.5,22.75,
16.25,22.75,
29,25.5,
38,55.5,
23,21.75,
