152,161.25,107.75,125.25,106.25,
130,124,143.25,161.25,109,
122.5,119.75,135,160.25,130.75,
172.5,134,154.25,115.75,140.25,
160,127,127,157.75,121.5,
161.75,129.75,119.75,146.75,143.25,
136.75,125.5,132,122.25,162.5,
130.75,126.5,136.25,145.5,136.75,
122.5,145,132,145.25,134.25,
130,117,133.5,133.5,135,
123.25,112.5,151.75,155.25,158.25,
184.25,126,118.5,127.75,144.75,
147.75,133,134.5,160,130.25,
144.25,122.75,158.75,143.25,135.75,
116.75,156.25,133.75,140,150.25,
134.75,148.25,123,127.5,132,
143.5,132.25,111.5,129.25,150.25,
148,143.75,123.75,131.5,154.75,
152.25,130.25,130,159.5,131.75,
156.5,139.75,102,141.5,149.75,
144.75,117,144.25,157.25,147.5,
149,115.25,130.75,152.25,136.25,
136.75,141.75,128.5,145.5,149.5,
143,129.25,124,138.5,133.75,
141,142.5,125.25,130.75,150.25,
144.5,115.25,114.75,158.5,142.75,
122.25,150.5,173.25,118.75,139.25,
122.75,156.25,145.25,139.25,138.25,
166.5,123.25,160.25,108,141.25,
149.5,139.25,132.5,147.5,136.25,
