18.25,23.25,17,
14.75,31.75,20.75,
25.5,17.25,24.5,
29.75,21.25,23.75,
22,20.75,19.5,
15,24.5,26,
36.25,19,27.25,
34,30.75,31.5,
26,16.25,22.5,
23.75,18,25,
17.75,22.5,30.75,
12.75,17.25,27.5,
18,24.75,19.5,
19.75,27.75,22.75,
22.5,27,16,
26.75,24.75,20.5,
15,14.5,23.25,
18.75,29.5,26.25,
19,32,25.25,
8.5,18,21.75,
28,23.25,21.5,
23.75,17,21.5,
25.75,19.25,28.25,
22.75,30.25,9.75,
26.75,39,24,
22.75,14.25,33.5,
20.75,21.75,18.75,
21,14.75,37.5,
29,20.5,15.5,
27.75,17.25,24.5,
