244.75,255,
192.25,198.25,
252.75,269.25,
236,226,
232.25,231.25,
193.75,250.75,
235.75,217,
239.5,234.25,
201.5,224.25,
233.25,231.25,
243,244.75,
213,208.25,
241.75,212.5,
233.25,223.5,
170,186.75,
206.25,203.25,
247.25,233.5,
221.5,200.5,
250.75,236.5,
304.5,244.75,
206.5,234.75,
210.5,230.75,
201.5,221.5,
213,159.5,
231.5,233.25,
171.25,211.5,
226.5,243.25,
218.25,204.25,
238,211.25,
232.5,231.75,
