346.25,389.5,404.25,441.75,371.25,379.75,362,392.75,364.5,
409.75,396,370.25,370.25,374.75,383.25,396.75,382.75,367.75,
404.75,385.75,316.5,357.5,404.5,367.75,403,425.5,388.75,
400.5,417.75,367.75,398.25,409,341,401.25,363.25,370,
360.5,417.75,340.75,399,377,388.75,358,399.25,420.25,
387.5,374.5,409,361.75,426,387.5,366.25,354.5,415.5,
414.75,430,361.75,398.75,329.5,350.75,358.25,449,375,
346.5,392.5,363.25,381.5,400,396.75,414.25,443.75,344.5,
338.5,361.25,413.75,394.75,402,407.5,390,380,387.5,
408.25,402.5,437.5,382.5,371,347.5,346,319,387.25,
408,331,422.25,362.5,408.5,401.25,378.25,399,369.25,
378.25,375.75,363,380,382.75,392.75,413.75,419.25,356.75,
401.5,375,343.25,417.25,418.5,383.75,385.25,357.75,384.5,
329.75,400.25,357,412.75,368.25,413.75,333,505.25,357,
333,327.25,412.5,401.5,336.75,445.25,387.25,386.25,432.25,
373.75,449.75,365.5,364.5,347.25,412.25,360,375,415.5,
370.5,343.5,396.25,351.5,377.75,392.75,423.5,368.5,436,
357.25,385,400.75,409.25,366.5,402.75,458.5,333.5,385,
381.25,327,342.25,385.75,405.5,346.25,419.75,457,419.5,
425,461,363.25,395.5,301.5,341,439,424,342,
393,398,374,405,375.75,404,356.75,390.25,371,
432.25,352.5,361,395,379.5,445.75,451.25,343.75,318.5,
415,349.75,409.5,408.5,465.5,317.25,356,382.25,414.25,
380.25,411.75,329,373.75,402.5,425.5,355.25,340.5,437.75,
371.5,377.25,434,426,395.25,361.5,386.75,344,378.75,
420,344.75,413,356.75,436.25,361,372.5,401,383,
365.25,343.5,395.75,380.5,394.75,425.5,417.75,362.25,387.5,
364.75,410.25,380.75,344.25,378.5,376.25,358.75,474,405.25,
376.75,381,347.75,410,395.25,342.25,396,395.5,435.5,
369.25,375.75,385.5,404,392,351.75,404.25,435.5,373.25,
