7,1.5,8.25,
1.5,8.5,9,
8.25,7,1.5,
8,2.5,8.5,
1.5,7,8.25,
1.5,7.25,7,
9,8.5,1.5,
1.5,8.5,9,
1.5,7,7.25,
9,8.5,1.5,
1.5,7,8.25,
1.5,8.5,9,
1.5,8.5,9,
7,1.5,8.25,
1.5,7,7.25,
8,8.5,2.5,
7,1.5,8.25,
1.5,7,8.25,
1.5,8.25,7,
8,8.5,2.5,
8,8.5,2.5,
9,1.5,8.5,
8.25,7,1.5,
1.5,7.25,7,
9,8.5,1.5,
1.5,7.25,7,
8,8.5,2.5,
9,1.5,8.5,
8,8.5,2.5,
1.5,8.5,9,
